# cell_data_id, row_data_id, sheet_config_id, Submission Date, Submitted By, ExperimentID, SiteID, StrainID, SourceID, BatchID, DATETIME, Sample Time, Hours After Innoc _Batch_, Days After Innoc _Batch_, Experiment Duration _Days_, PondID, Depth _cm_, pH _manual_, Salinity _manual_, Temp _manual_, NO3 -N mg_L _1_, NO3 -N mg_L _2_, NO3 -N mg_L _3_, NO3 -N mg_L Avg, NO3 -N mg_L Stdev, NO3 -N mg_L RSD, PO4 mg P_L dup1, PO4 mg P_L dup2, PO4 - P mg _L dup3, PO4 - P mg_L Avg, PO4 mg P_L Stdev, PO4 mg P_L RSD, N_P, Analytical Sample Pulled _1 - yes_ blank-no_, Volume Pulled for Analytical Sample _L_, Analytical Sample ID, Freeze Dried Biomass for Analytical _g_, TrackingID, filter ID dup 1, filter ID dup 2, filter ID dup 3, mL filtered dup 1, mL filtered dup 2, mL filtered dup 3, filter _g_ dup 1, filter _g_ dup 2, filter _g_ dup 3, filter + biomass _g_ dup 1, filter + biomass _g_ dup 2, filter + biomass _g_ dup 3, filter + ash _g_ dup 1, filter + ash _g_ dup 2, filter + ash _g_ dup 3, biomass _g_ dup 1, biomass _g_ dup 2, biomass _g_ dup 3, ash _g_ dup 1, ash _g_ dup 2, ash _g_ dup 3, dw _g_L_ dup 1, dw _g_L_ dup 2, dw _g_L_ dup 3, Average DW _g_L_, STDEV DW, RSD DW, afdw _g_L_ dup 1, afdw _g_L_ dup 2, afdw _g_L_ dup 3, Average AFDW _g_L_, STDEV AFDW, RSD AFDW, %ASH dup 1, %ASH dup 2, %ASH dup 3, %ASH, initials, Optical Density Dilution Multiplication Factor, OD750 dup 1, OD750 dup 2, OD750 dup 3, Average OD750, OD750 %RSD, lnOD, OD750 Initials
12678, 153357, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-21 11:00:00, 1899-12-31 11:00:00, 737.000000000058, 30.7083333333358, 30.7083333333358, Innoc3, , , , , , , , , , , , , , , , , , , , , , , B9, 26A, 9A, 8, 8, 8, 1.4283, 1.5487, 1.5516, 1.4377, 1.5581, 1.5606, 1.4284, 1.5488, 1.5517, 0.00940000000000008, 0.00940000000000008, 0.0089999999999999, , , , 1.17500000000001, 1.17500000000001, 1.12499999999999, 1.15833333333334, 0.0288675134594941, 2.49215943535201, 1.16250000000001, 1.16250000000001, 1.11249999999999, 1.14583333333334, 0.0288675134594941, 2.51934662919221, 1.06382978723392, 1.06382978723392, 1.111111111111, 1.07959022852628, , 10, 0.357, 0.358, 0.358, 3.57666666666667, 0.0161421324097752, 1.2744312679745, 
12677, 153356, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-21 11:00:00, 1899-12-31 11:00:00, 737.000000000058, 30.7083333333358, 30.7083333333358, POND 6, 25, 6.91, 0.4, 31.7, 23.35, , , 23.35, , , , , , , , , , , , , , , X9, X8, B24, 43, 46, 45, 1.4358, 1.4255, 1.4338, 1.4373, 1.4271, 1.4354, 1.4359, 1.4256, 1.4339, 0.00150000000000006, 0.00160000000000005, 0.00160000000000005, 0.0001, 0.0001, 0.0001, 0.0348837209302339, 0.0372093023255825, 0.0372093023255825, 0.0364341085271329, 0.00134267504462689, 3.68521448418858, 0.0325581395348853, 0.0348837209302339, 0.0348837209302339, 0.0341085271317844, 0.00134267504462689, 3.93647910811049, 6.66666666666568, 6.24999999999913, 6.24999999999913, 6.38888888888798, , 1, 0.092, 0.092, 0.092, 0.092, 1.84747276563929e-14, -2.3859667019331, 
12676, 153355, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-21 11:00:00, 1899-12-31 11:00:00, 737.000000000058, 30.7083333333358, 30.7083333333358, POND 5, 25, 7.98, 0.4, 32.4, 22.75, , , 22.75, , , , , , , , , , , , , , , O11, X5, Z5, 43, 44, 42, 1.4164, 1.4261, 1.4137, 1.4176, 1.4274, 1.4148, 1.4165, 1.4262, 1.4138, 0.00119999999999987, 0.00130000000000008, 0.0011000000000001, 0.0001, 0.0001, 0.0001, 0.027906976744183, 0.0302325581395367, 0.0255813953488396, 0.0279069767441864, 0.00232558139534858, 8.3333333333323, 0.0255813953488344, 0.0279069767441881, 0.023255813953491, 0.0255813953488378, 0.00232558139534858, 9.09090909090786, 8.33333333333333, 7.69230769230638, 9.09090909090726, 8.37218337218232, , 1, 0.058, 0.058, 0.058, 0.058, 0, -2.84731226843572, 
12675, 153354, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-18 08:00:00, 1899-12-31 08:00:00, 662.000000000058, 27.5833333333358, 27.5833333333358, POND2, 29.8, 7.98, 0.4, 25.6, 31, , , 31, , , , , , , , , , , , , , , X10, 2A, X20, 40, 43.5, 44, 1.4301, 1.5431, 1.4144, 1.4395, 1.5532, 1.4245, 1.4303, 1.5434, 1.4148, 0.00940000000000008, 0.0101, 0.0101, 0.000199999999999978, 0.000300000000000189, 0.000399999999999956, 0.235000000000002, 0.2525, 0.2525, 0.246666666666667, 0.0101036297108173, 4.09606609897999, 0.230000000000002, 0.244999999999995, 0.242500000000001, 0.239166666666666, 0.0080363756341579, 3.36015705957822, 2.12765957446783, 2.97029702970484, 3.96039603960353, 3.01945088125873, , 1, 0.197, 0.198, 0.201, 0.198666666666667, 1.04781845610711, -1.6161269005849, 
12673, 153352, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 15:15:00, 1899-12-31 15:15:00, 597.249999999942, 24.8854166666642, 24.8854166666642, POND2, 30, 7.96, 0.4, 25.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12674, 153353, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-18 08:00:00, 1899-12-31 08:00:00, 662.000000000058, 27.5833333333358, 27.5833333333358, POND1, 29.9, 7.98, 0.4, 25.5, 33, , , 33, , , , , , , , , , , , , , , Z2, O16, 8A, 44, 44, 42.5, 1.4179, 1.4263, 1.5427, 1.4303, 1.4382, 1.554, 1.4185, 1.4269, 1.5431, 0.0124, 0.0119, 0.0113000000000001, 0.000600000000000156, 0.000600000000000156, 0.000399999999999956, 0.281818181818181, 0.270454545454546, 0.256818181818184, 0.26969696969697, 0.0125172057892852, 4.64121113535294, 0.268181818181814, 0.256818181818179, 0.247727272727276, 0.257575757575756, 0.0102482948927758, 3.97874978190121, 4.83870967742063, 5.04201680672399, 3.53982300884914, 4.47351649766459, , 2, 0.143, 0.139, 0.141, 0.282, 0.709219858156024, -1.26584820804402, 
12670, 153349, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 08:00:00, 1899-12-31 08:00:00, 590.000000000058, 24.5833333333358, 24.5833333333358, POND5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12671, 153350, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 08:00:00, 1899-12-31 08:00:00, 590.000000000058, 24.5833333333358, 24.5833333333358, POND6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12672, 153351, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 15:15:00, 1899-12-31 15:15:00, 597.249999999942, 24.8854166666642, 24.8854166666642, POND1, 30, 7.77, 0.4, 25.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12668, 153347, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 08:00:00, 1899-12-31 08:00:00, 590.000000000058, 24.5833333333358, 24.5833333333358, POND3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12669, 153348, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 08:00:00, 1899-12-31 08:00:00, 590.000000000058, 24.5833333333358, 24.5833333333358, POND4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12667, 153346, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 08:00:00, 1899-12-31 08:00:00, 590.000000000058, 24.5833333333358, 24.5833333333358, POND2, 29, 7.99, 0.4, 24.3, 20.75, , , 20.75, , , , , , , , , , , , , , , Z4, O18, X4, 40, 43.3, 43, 1.4218, 1.418, 1.4231, 1.4284, 1.4248, 1.43, 1.4221, 1.4184, 1.4234, 0.00659999999999994, 0.00680000000000014, 0.00689999999999991, 0.000299999999999967, 0.000400000000000178, 0.000299999999999967, 0.164999999999998, 0.170000000000003, 0.172499999999998, 0.169166666666667, 0.00381881307913005, 2.25742645071727, 0.157499999999999, 0.159999999999999, 0.164999999999998, 0.160833333333332, 0.00381881307912945, 2.37439155179034, 4.54545454545409, 5.88235294117897, 4.3478260869561, 4.92521119119638, , 2, 0.173, 0.173, 0.173, 0.346, 9.82471066120317e-15, -1.06131650392441, 
12666, 153345, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-15 08:00:00, 1899-12-31 08:00:00, 590.000000000058, 24.5833333333358, 24.5833333333358, POND1, 29, 7.99, 0.4, 24.3, 28.5, , , 28.5, , , , , , , , , , , , , , , O7, B3, Z7, 48.5, 45, 43, 1.4217, 1.4361, 1.4075, 1.4311, 1.4448, 1.4159, 1.4222, 1.4366, 1.4079, 0.00940000000000008, 0.00870000000000015, 0.00839999999999996, 0.000499999999999945, 0.000500000000000167, 0.000399999999999956, 0.193814432989692, 0.179381443298972, 0.173195876288659, 0.182130584192441, 0.0105806215246335, 5.80936012012894, 0.183505154639178, 0.169072164948453, 0.164948453608248, 0.172508591065293, 0.00974394974485224, 5.64838521066133, , 5.74712643678343, 4.76190476190426, 5.25451559934384, , 2, 0.232, 0.231, 0.231, 0.462666666666667, 0.124787522159141, -0.770748426583497, 
12665, 153344, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 14:45:00, 1899-12-31 14:45:00, 572.750000000058, 23.8645833333358, 23.8645833333358, POND2, 25.2, 7.98, 0.4, 30.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12664, 153343, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 14:45:00, 1899-12-31 14:45:00, 572.750000000058, 23.8645833333358, 23.8645833333358, POND1, 25.2, 7.91, 0.5, 30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12663, 153342, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 08:00:00, 1899-12-31 08:00:00, 566.000000000058, 23.5833333333358, 23.5833333333358, POND6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12661, 153340, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 08:00:00, 1899-12-31 08:00:00, 566.000000000058, 23.5833333333358, 23.5833333333358, POND4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12662, 153341, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 08:00:00, 1899-12-31 08:00:00, 566.000000000058, 23.5833333333358, 23.5833333333358, POND5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12660, 153339, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 08:00:00, 1899-12-31 08:00:00, 566.000000000058, 23.5833333333358, 23.5833333333358, POND3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12659, 153338, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 08:00:00, 1899-12-31 08:00:00, 566.000000000058, 23.5833333333358, 23.5833333333358, POND2, 24.6, 7.9, 0.4, 24.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.224, 0.224, 0.224, 0.448, 0, -0.802962046567152, 
12658, 153337, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-14 08:00:00, 1899-12-31 08:00:00, 566.000000000058, 23.5833333333358, 23.5833333333358, POND1, 24.5, 7.95, 0.5, 24.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.293, 0.293, 0.293, 0.586, 0, -0.534435489405125, 
12656, 153335, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 13:45:00, 1899-12-31 13:45:00, 547.749999999942, 22.8229166666642, 22.8229166666642, POND1, 24.7, 7.97, 0.5, 32.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12657, 153336, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 13:45:00, 1899-12-31 13:45:00, 547.749999999942, 22.8229166666642, 22.8229166666642, POND2, 24.9, 7.98, 0.4, 32.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12653, 153332, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 08:00:00, 1899-12-31 08:00:00, 542.000000000058, 22.5833333333358, 22.5833333333358, POND4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12654, 153333, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 08:00:00, 1899-12-31 08:00:00, 542.000000000058, 22.5833333333358, 22.5833333333358, POND5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12655, 153334, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 08:00:00, 1899-12-31 08:00:00, 542.000000000058, 22.5833333333358, 22.5833333333358, POND6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12652, 153331, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 08:00:00, 1899-12-31 08:00:00, 542.000000000058, 22.5833333333358, 22.5833333333358, POND3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12651, 153330, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 08:00:00, 1899-12-31 08:00:00, 542.000000000058, 22.5833333333358, 22.5833333333358, POND2, 23.9, 7.96, 0.4, 25.5, 31, , , 31, , , , , , , , , , , , , , , 4.0, 1.0, X1, 42, 44, 42.3, 1.4245, 1.4156, 1.4257, 1.4288, 1.4198, 1.4299, 1.4248, 1.4159, 1.426, 0.00429999999999997, 0.00419999999999998, 0.00419999999999998, 0.000299999999999967, 0.000299999999999967, 0.000299999999999967, 0.102380952380952, 0.0999999999999995, 0.0999999999999995, 0.10079365079365, 0.00137464349807039, 1.36381953351866, 0.0952380952380953, 0.0928571428571432, 0.0928571428571432, 0.0936507936507939, 0.00137464349807039, 1.46783966743109, 6.97674418604579, 7.14285714285639, 7.14285714285639, 7.08748615725285, , 2, 0.123, 0.123, 0.123, 0.246, 0, -1.40242374304977, 
12648, 153327, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-12 08:00:00, 1899-12-31 08:00:00, 518.000000000058, 21.5833333333358, 21.5833333333358, POND5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12649, 153328, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-12 08:00:00, 1899-12-31 08:00:00, 518.000000000058, 21.5833333333358, 21.5833333333358, POND6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12650, 153329, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-13 08:00:00, 1899-12-31 08:00:00, 542.000000000058, 22.5833333333358, 22.5833333333358, POND1, 23.9, 7.93, 0.5, 25.4, 30, , , 30, , , , , , , , , , , , , , , Z8, C2, X11, 36.3, 34.8, 37, 1.4308, 1.4313, 1.4172, 1.4361, 1.436, 1.4225, 1.4314, 1.4315, 1.4176, 0.00529999999999986, 0.00469999999999993, 0.00530000000000008, 0.000599999999999934, 0.000199999999999978, 0.000399999999999956, 0.146005509641869, 0.129476584022037, 0.146005509641876, 0.140495867768594, 0.00954297965602759, 6.79235610811382, 0.129476584022037, 0.123966942148759, 0.13498622589532, 0.129476584022039, 0.00550964187328069, 4.25531914893807, 11.3207547169802, 4.25531914893577, 7.54716981131981, 7.70774789241192, , 2, 0.185, 0.185, 0.186, 0.370666666666667, 0.155759964709432, -0.992452092839719, 
12646, 153325, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-12 08:00:00, 1899-12-31 08:00:00, 518.000000000058, 21.5833333333358, 21.5833333333358, POND3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12647, 153326, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-12 08:00:00, 1899-12-31 08:00:00, 518.000000000058, 21.5833333333358, 21.5833333333358, POND4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12645, 153324, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-12 08:00:00, 1899-12-31 08:00:00, 518.000000000058, 21.5833333333358, 21.5833333333358, POND2, 24.3, 7.94, 0.4, 24.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.132, 0.132, 0.132, 0.132, 0, -2.02495335639577, 
12644, 153323, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-12 08:00:00, 1899-12-31 08:00:00, 518.000000000058, 21.5833333333358, 21.5833333333358, POND1, 24.4, 7.98, 0.4, 23.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.146, 0.146, 0.146, 0.146, 0, -1.9241486572738, 
12643, 153322, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 16:30:00, 1899-12-31 16:30:00, 502.5, 20.9375, 20.9375, POND6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12642, 153321, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 16:30:00, 1899-12-31 16:30:00, 502.5, 20.9375, 20.9375, POND5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12641, 153320, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 16:30:00, 1899-12-31 16:30:00, 502.5, 20.9375, 20.9375, POND4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12638, 153317, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 16:30:00, 1899-12-31 16:30:00, 502.5, 20.9375, 20.9375, POND1, 24.8, 7.83, 0.4, 32.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12639, 153318, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 16:30:00, 1899-12-31 16:30:00, 502.5, 20.9375, 20.9375, POND2, 24.8, 7.88, 0.4, 33.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12640, 153319, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 16:30:00, 1899-12-31 16:30:00, 502.5, 20.9375, 20.9375, POND3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12635, 153314, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, POND4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12636, 153315, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, POND5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12637, 153316, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, POND6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12634, 153313, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, POND3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12632, 153311, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, POND 1, 25, 7.46, 0.4, 31.5, , , , , , , , , , , , , , , , , , , X18, O17, O2, 48, 44, 45, 1.4153, 1.4253, 1.4294, 1.4182, 1.4278, 1.4319, 1.4154, 1.4253, 1.4294, 0.0028999999999999, 0.00249999999999995, 0.00249999999999995, 9.9999999999989e-05, 0, 0, 0.0604166666666646, 0.0520833333333322, 0.0520833333333322, 0.0548611111111097, 0.00481125224324635, 8.76987750667712, 0.0583333333333315, 0.0520833333333322, 0.0520833333333322, 0.0541666666666653, 0.00360843918243476, 6.66173387526434, 3.4482758620687, 0, 0, 3.4482758620687, , 1, 0.156, 0.157, 0.155, 0.156, 0.641025641025642, -1.8578992717326, 
12633, 153312, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, POND 2, 25, 7.59, 0.4, 31.8, , , , , , , , , , , , , , , , , , , Z1, O20, B4, 50, 44, 44, 1.4239, 1.4185, 1.4219, 1.4265, 1.421, 1.4243, 1.4239, 1.4185, 1.4219, 0.00260000000000016, 0.00249999999999995, 0.00239999999999996, 0, 0, 0, 0.0520000000000032, 0.0499999999999989, 0.0479999999999992, 0.0500000000000004, 0.002000000000002, 4.00000000000397, 0.0520000000000032, 0.0499999999999989, 0.0479999999999992, 0.0500000000000004, 0.002000000000002, 4.00000000000397, 0, 0, 0, , , 1, 0.149, 0.151, 0.149, 0.149666666666667, 0.771514836333576, -1.89934467990799, 
12631, 153310, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSSummer2014, FA, LRB-AZ-1201, , 1201_07212014_FA, 2014-08-11 13:00:00, 1899-12-31 13:00:00, 498.999999999942, 20.7916666666642, 20.7916666666642, Innoc2, , , , , 61, , , 61, , , , , , , , , , , , , , , 12A, B2, 15A, 10, 8, 8, 1.5419, 1.4452, 1.5414, 1.5599, 1.4599, 1.566, 1.5422, 1.4455, 1.5517, 0.018, 0.0146999999999999, 0.0246, 0.000299999999999967, 0.000299999999999967, 0.0103, 1.8, 1.46999999999999, 2.46, 1.91, 0.504083326445143, 26.3917971960808, 1.77000000000001, 1.44, 1.43, 1.54666666666667, 0.193476958145757, 12.5092860870102, 1.66666666666648, 2.0408163265304, 41.869918699187, 15.1924672307946, , 20, 0.286, 0.286, 0.288, 5.73333333333333, 0.0201401256694056, 1.7462970951513, 
